Brand:,Product name,Processor,Video graphics,RAM,Hard drive,Display,Display Resolution,Operating System,Keyboard,Battery,Webcam,Connections,Dimensions,Weight,Colors,Warranty,Price,Processor Details,Power supply type,Laptop Color,Finger Print,Pointing device,Optical drive,Series :,Brand:_encoded,Video graphics_encoded,Display_encoded,Colors_encoded,Display Resolution_encoded,Operating System_encoded,Keyboard_encoded,Battery_encoded,Webcam_encoded,Connections_encoded,Processor Details_encoded,Weight_numeric,Price_bin
MSI,GE66 RAIDER 11UH-227US,Intel Core i9-11980HK,Nvidia GeForce RTX 3080,32GB DDR4-3200 SO-DIMM x 2,2TB Nvme SSD,"15.6"" UHD, Anti-Glare Wide View Angle 4K Thin Bezel, Adobe 100%",3840 x 2160,Windows 10 Home,Per-Key RGB Backlight Keyboard,4-Cell 99.9 Battery (Whr),FHD type (30fps@1080p),1x Type-C (USB / DP / Thunderbolt™ 4) 1x Type-C USB3.2 Gen2 2x Type-A USB3.2 Gen1 1x Type-A USB3.2 Gen2 1x RJ45 1x SD Express 1x (8K @ 60Hz / 4K @ 120Hz) HDMI 1x Mini-DisplayPort,358 x 267 x 23.4 mm,2.38 kg,Titanium Blue,1 year,1.5354647916776867,"24M Cache, up to 5.00 GHz",,,,Touchpad with multi-touch gesture support,,,7,231,275,128,30,12,179,97,65,207,215,2.38,Low
Lenovo,GA503QS-HQ004T,Amd Ryzen 9 5900Hs,NVIDIA® GeForce RTX™ 3080,16GB DDR4 on board + 16GB DDR4-3200 SO-DIMM,1TB M.2 NVMe™ PCIe® 3.0 SSD,"15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level, Optimus",FHD (2560 x 1440),Windows 10 Home,Backlit Chiclet Keyboard,"90WHrs, 4S1P, 4-cell Li-ion",720P HD camera,1x RJ45 LAN port 1x card reader (microSD) 2x USB 3.2 Gen 2 Type-A 2x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC//1x 3.5mm Combo Audio Jack,360 x 252 x 19.9 mm,2.00 Kg,Eclipse Gray,2 Years,1.3969737895415655,"Processor 3.1 GHz (16M Cache, up to 4.5 GHz)","ø6.0, 200W AC Adapter, Output: 20V DC, 10A, 200W, Input: 100-240V AC, 50/60Hz universal",,,,,,6,199,398,43,36,12,34,192,24,195,369,2.0,Low
Lenovo,FX516PM-HN023W,Intel® Core™ I7-11370H,NVIDIA® GeForce RTX™ 3060 Laptop GPU,"8GB DDR4 on board, 8GB DDR4-3200 SO-DIMM",512GB M.2 NVMe™ PCIe® 3.0 SSD,"15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level, Optimus",FHD (1920 x 1080),Windows 10 Home,Full-size Keyboard ENG-AR (Backlit),"76WHrs, 4S1P, 4-cell Li-ion",HD 720p with dual-array mic and physical shutter,1x HDMI 2.0b Thunderbolt™ 4 1x Thunderbolt™ 4 support DisplayPort™ / power delivery 3x USB 3.2 Gen 1 Type-A//1x 3.5mm Combo Audio Jack,360 x 252 x 19.9 mm,2 Kg,ECLIPSE GRAY,2 Year,-0.04333263267409372,"Intel® Core™ i7-11370H Processor 3.3 GHz (12M Cache, up to 4.8 GHz, 4 cores)",180 Watt AC Adapter,,,Touchpad with multi-touch gesture support,,,6,197,398,39,34,12,110,184,74,173,362,2.0,Low
Lenovo,FX516PC-HN558T,Intel® Core™ i5-11300H,NVIDIA® GeForce RTX™ 3050 Laptop GPU,8GB DDR4 on board,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6-inch,FHD (1920 x 1080) 16:9,windows 10,Full-size Keyboard ENG-AR (Backlit),"76WHrs, 4S1P, 4-cell Li-ion",HD 720p with dual-array mic and physical shutter,1x Thunderbolt™ 4 support DisplayPort™ / power delivery 3x USB 3.2 Gen 1 Type-A//1x 3.5mm Combo Audio Jack 1x HDMI 2.0b Thunderbolt™ 4,‎452 x 332 x 90 mm,2.30 Kg,Eclipse Gray,2 Year,-0.3203146369463359,"Intel® Core™ i5-11300H Processor 3.1 GHz (8M Cache, up to 4.4 GHz, 4 cores)",180 Watt AC Adapter,,,Touchpad with multi-touch gesture support,,,6,194,345,43,35,34,110,184,74,203,359,2.3,Low
Lenovo,FX516PC-HN001T,Intel® Core™ I7-11370H,NVIDIA® GeForce RTX™ 3050,8GB DDR4-3200 SO-DIMM *2,512GB M.2 NVMe™ PCIe® 3.0 SSD,"Memory 8GB DDR4 on board, Max Capacity : 32GB  Storage 512GB M.2 NVMe™ PCIe® 3.0 SSD  I/O Ports 1x 3.5mm Combo Audio Jack 1x HDMI 2.0b 3x USB 3.2 Gen 1 Type-A 1x RJ45 LAN port 1x Thunderbolt™ 4 support DisplayPort™ / power delivery  Keyboard and Touchpad",1920 x 1080,Windows 10 Home,Full-size Keyboard ENG-AR (Backlit),"48WHrs, 3S1P, 3-cell Li-ion",720P HD camera,1x HDMI 2.0b Thunderbolt™ 4 1x Thunderbolt™ 4 support DisplayPort™ / power delivery 3x USB 3.2 Gen 1 Type-A//1x 3.5mm Combo Audio Jack,360 x 252 x 19.9 mm,2 Kg,Eclipse Grey,2 Year,-0.20952183523743903,"Intel® Core™ i7-11370H Processor 3.3 GHz (12M Cache, up to 4.8 GHz, 4 cores)",180 Watt AC Adapter,,,Touchpad with multi-touch gesture support,,,6,193,623,44,5,12,110,133,24,174,362,2.0,Low
Lenovo,A15 FA506IC-HN018T,AMD Ryzen™ 7-4800H,NVIDIA® GeForce RTX™ 3050,16GB DDR4-3200 SO-DIMM,512GB M.2 NVMe™ PCIe® 3.0 SSD,"15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, DCI-P3:Refresh Rate:144Hz, Value IPS-level",FHD (1920 x 1080),Windows 10 Home,Full-size Keyboard ENG-AR (Backlit),"48WHrs, 3S1P, 3-cell Li-ion",HD 720p with dual-array mic and physical shutter,1x 3.5mm Combo Audio Jack 1x HDMI 2.0b 3x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 2 Type-CWi-Fi 6(802.11ax)+Bluetooth 5.1 (Dual band) 2*2;(*BT version may change with OS upgrades.),359 x 256 x 22.8 mm,2.30 Kg,Black,2 Years,-0.26491823609188747,"AMD Ryzen™ 7 4800H Processor 2.9 GHz (8M Cache, up to 4.2 GHz)",180 Watt AC Adapter,,,Touchpad with multi-touch gesture support,,,6,193,396,11,34,12,110,133,74,125,348,2.3,Low
Dell,G15 5515,AMD RYZEN 7 5800H,NVIDIA® GeForce RTX™ 3050 Ti 4GB GDDR6,8GB DDR4-3200 SO-DIMM,512GB M.2 PCIe NVMe Solid State Drive,15.6 inch FHD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display,1920 X 1080,windows 11 home,Full-size island-style keyboard with numeric keypad,"3-Cell Battery,56WHR",720P HD camera,1. USB 2.0 | 2. USB 2.0 with PowerShare | 3. USB Type-C® | 4. SuperSpeed USB 3.2 | 5. HDMI | 6. Power In | 7. RJ45 Ethernet | 8. Headphones/Microphone,357.3 x 272.8 x 26.9 mm,2.57 kg,Phantom Grey,1 Year,-0.25106913587827534,"8 Core, 16 Thread, up to 4.4 GHz, 16MB",180 Watt AC Adapter,Arctic Grey,,Touchpad with multi-touch gesture support,,,2,118,141,93,4,36,114,43,24,85,302,2.57,Low
Lenovo,IDEAPAD GAMING 3,Intel® Core™ i7-10750H,NVIDIA® GeForce® GTX 1650TI,16 GB DDR4-2666 SDRAM,512GB,"15.6"" FHD IPS 250nits Anti-glare, 120Hz",1920 X 1080,WIN 10 Home,Full-size island-style keyboard with numeric keypad,Integrated 45Wh,720p with Privacy Shutter,2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (support data transfer only) 1x HDMI 2.0 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm) 1x Power connector,359 x 249.6 x 24.9 mm,2.2 kg,ONYX BLACK,1 Year,-0.26491823609188747,2.6 GHz up to 5.0 - 12 MB cache - 6 cores,,,,Touchpad with multi-touch gesture support,,,6,174,195,82,4,5,114,208,42,398,183,2.2,Low
Dell,Dell G15 5511,Intel Core i7-11800H,"Nvidia® GeForce® RTX™ 3060, 6 GB, GDDR6","16 GB, 2 x 8 GB, Dual-Channel DDR4, 3200 MHz","512, M.2 2280, PCIe NVMe Gen3 x4, SSD","15.6"" FHD",1920 X 1080,Dos,Four-zone RGB keyboard,"6-cell (86 Wh) ""smart"" lithium-ion",HD 720p with dual-array mic and physical shutter,1. USB 3.2 Gen 1 | 2. USB 3.2 Gen 1 with PowerShare | 3. Thunderbolt 3/USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode | 4. USB 3.2 Gen 1 | 5. HDMI | 6. Power in | 7. RJ45 | 8. Headphones/mic.,357.26 x 272.83 x 24.9 mm,2.65 kg,Black,1 year,-0.04333263267409372,"Intel® Core™ i7-11800H (24 MB Cache, 8 Core, 2.30 GHz to 4.60 GHz)",,,,Touchpad with multi-touch gesture support,,,2,266,153,11,4,1,106,163,74,87,364,2.65,Low
Lenovo,IdeaPad Gaming 3 15IHU6,Intel® Core™ i5-11300H,NVIDIA® GeForce® RTX 3050Ti,1x 16GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe® 3.0x4 NVMe,"15.6"" FHD IPS 250nits Anti-glare, 45% NTSC, 120Hz",1920 X 1080,Dos,"White Backlit, Arabic",Integrated 45Wh,720p HD with Privacy Shutter,2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (support data transfer only) 1x HDMI 2.0 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm) 1x Power connector,359.6 x 251.9 x 24.2 mm,2.25 kg,Black,1 Year,-0.458805639082457,"4 Cores, 8 Thread, 3.1 Up To 4.4GHz, 8MB",,,,,,,6,185,198,11,4,1,217,208,36,398,265,2.25,Low
Dell,Dell G15 5511,Intel Core i7-11800H,"Nvidia® GeForce® RTX™ 3050, 4GB, GDDR6","16 GB, 2 x 8 GB, Dual-Channel DDR4, 3200 MHz",512GB M.2 NVMe™ PCIe® 3.0 SSD,"15.6-inch, FHD",1920 x 1080,Dos,Four-zone RGB keyboard,"6-cell (86 Wh) ""smart"" lithium-ion",HD 720p with dual-array mic and physical shutter,"Killer™ 1650i, 2x2, MIMO, 2400 Mbps, 2.4/5 GHz, Wi-Fi 6 (WiFi 802.11ax), Bluetooth 5.1",0.71 x 14.06 x 0.98 mm,2.65 kg,Black,1 year,-0.12230020209210996,"Intel® Core™ i7-11800H (24 MB Cache, 8 Core, 2.30 GHz to 4.60 GHz)",,,,Touchpad with multi-touch gesture support,,,2,264,383,11,5,1,106,163,74,454,364,2.65,Low
HP,15-ec1011nia,AMD Ryzen™ 7 4800H,NVIDIA GeForce GTX 1650 Ti 4 GB,8 GB RAM,1TB HDD + 256GB SSD,"39.6 cm (15.6"") diagonal FHD SVA anti-glare micro-edge WLED-backlit",1920 x 1080,DOS,Backlit,"3-cell, 41 Wh Li-ion",720p,Realtek RTL8821CE 802.11b/g/n/ac (1x1) and Bluetooth® 4.2 Combo,376 x 246 x 22.5 cm,1.85 kg,Black,1 Year,-0.2926164365191117,"8C / 16T, 2.9 / 4.2GHz, 4MB L2 / 8MB L3",,,,Touchpad with multi-touch gesture support,,,3,60,593,11,5,0,33,52,28,460,328,1.85,Low
MSI,Creator 15M A10SE,Intel Core I7-10875H,NVIDIA GeForce RTX 2060,32GB (16GBx2) Up to DDR4-3200 Memory Type 2 Slots Number of SO-DIMM Slot Max 64GB Max Capacity,1TB SSD M.2 SSD Combo slot (NVMe PCIe Gen3 / SATA),"15.6"" inch UHD 4k, IPS-Level 144 Hz",3840 x 2160,Windows 10 Home 64-bit FREE Upgrade to Windows 11,"Backlight Keyboard (Single-Color, White)","3 Cell, 51 Battery (Whr)",HD type (30fps@720p),"1x RJ45, 1x (4K @ 30Hz) HDMI, 2x Type-C USB3.2 Gen1, 2x Type-A USB3.2 Gen1, 1x Mic-in/Headphone-out Combo Jack",359 x 254 x 21.7 mm,1.86 kg,Black,1 year,0.2890457724525969,2.3 GHz up to 5.1 - 12 MB cache - 8 cores,180 Watt AC Adapter,,Yes,,,,7,72,310,11,30,16,32,12,85,196,151,1.86,Low
Lenovo,IdeaPad GAMING 3 15IMH05,Intel® Core™ i7-10750H,NVIDIA GeForce GTX 1650TI 4 GB,2x 8GB SO-DIMM DDR4-2933,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""","15.6"" FHD IPS 250nits Anti-glare",1920 x 1080,Free DOS,"Blue LED Backlit, Arabic",3 Cell Integrated Li-Polymer 45Wh battery,720p with Privacy Shutter,"Two USB 3.2 Gen 1, one USB 3.2 Type-C Gen 1, HDMI 2.0, Ethernet (RJ-45), AC power adapter jack, headphone / microphone combo jack",359 x 249.6 x 24.9 mm,2.2 kg,Onyx Black,1 Year,-0.572700639239203,2.6 GHz up to 5.0 - 12 MB cache - 6 cores,135W Slim Tip,,NO,,NO,,6,61,194,85,5,2,83,10,42,464,183,2.2,Low
Dell,inspiron 14 7440,Intel Core 7 150U,Intel Graphics,2*8 DDR5 5600,512GB SSD,"14"", Touch, FHD+ 1920x1200, 60Hz, WVA, IPS, 250 nit, ComfortView",1920 x 1200,Windows 11 Home,"Non-backlit, Arabic","4 Cell, 64 Wh, integrated",720P HD camera,2 USB Type-C® 3.2 Gen 2 (10 Gbps) with Power Delivery and DisplayPort™ 1.4 ports 2 USB 3.2 Gen 1 Type-A ports 1 Universal audio port 1 HDMI 1.4 port,314.00 x 226.15 x 15.97 mm,1.75 kg,Ice Blue,1 Year,-0.23724773386509046,"10 cores, up to 5.4 GHz",,,,,,,2,38,76,54,7,19,170,80,24,377,56,1.75,Low
Lenovo,IdeaPad Slim 3 15IRH10,Intel® Core i7-13620H,Integrated Intel® UHD Graphics,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.3"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",1920x1200,Windows 11 Home,"Non-backlit, Arabic",50Wh,HD 720p with Privacy Shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.2 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x SD card reader 1x Power connector",343.4 x 239.5 x 16.9-17.9 mm,1.59 kg,Luna Grey,2 Years,-0.5142297381373326,"10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",,,,,,,6,34,131,64,11,19,170,139,73,414,66,1.59,Low
Lenovo,IdeaPad Slim 3 15IRH10,Intel® Core i5-13420H,Integrated Intel® UHD Graphics,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.3"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",1920x1200,DOS,"Non-backlit, Arabic",50Wh,HD 720p with Privacy Shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.2 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x SD card reader 1x Power connector",343.4 x 239.5 x 16.9-17.9 mm,1.59 kg,Cosmic Blue,1 Year,-0.6471811001880089,"8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",,,,,,,6,34,131,29,11,0,170,139,73,414,323,1.59,Low
Lenovo,Yoga 7 14AHP9,AMD Ryzen™ 5 8640HS,Integrated AMD Radeon™ 760M Graphics,"8GB soldered memory, not upgradable",512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"14"" WUXGA IPS 300nits Glossy / Anti-fingerprint, 45% NTSC, 60Hz, Dolby Vision®, TÜV Low Blue Light, Glass, Touch",1920x1200,Windows 11 Home,"Backlit, English (US)",71Wh,FHD 1080p + IR with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.1 and DisplayPort™ 1.4a 1x USB-C® (USB4® 40Gbps), with USB PD 3.1 and DisplayPort™ 1.4a 1x HDMI® 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack",317.72 x 222.13 x 16.64 mm,1.61 kg,Arctic Grey,1 Year,-0.29571863496696077,"6C / 12T, 3.5 / 4.9GHz, 6MB L2 / 16MB L3",,,,,,,6,19,59,8,11,19,81,179,50,349,296,1.61,Low
Lenovo,IdeaPad 5 14IRH9,Intel® Core i7-13620H,Intel® UHD Graphics,"16GB soldered memory, not upgradable",512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"14"" WUXGA OLED 400nits Glossy, 100% DCI-P3, 60Hz, TÜV Low Blue Light, Glass, Touch",1920x1200,Windows 11 Home,"Backlit, Arabic",57Wh,FHD 1080p with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 2x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.1 and DisplayPort™ 1.4 1x HDMI® 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x microSD card reader",313 x 227 x 17.5 mm,1.5 kg,Luna Grey,2 Years,-0.3264913356416069,"10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",,,,,,,6,57,63,64,11,19,77,149,53,347,66,1.5,Low
Lenovo,IdeaPad Slim 3 15IRH10,Intel® Core i7-13620H,Intel® UHD Graphics,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.3"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",1920x1200,DOS,"Non-backlit, Arabic",50Wh,HD 720p with Privacy Shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.2 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x SD card reader 1x Power connector",343.4 x 239.5 x 16.9-17.9 mm,1.59 kg,Luna Grey,1 Year,-0.5419279385645568,"10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",,,,,,,6,57,131,64,11,0,170,139,73,414,66,1.59,Low
MSI,Modern 15 F13MG,Intel Core i5-1334U,Intel UHD Graphics,8GB Ram,512GB SSD,"15.6"" FHD (1920x1080), IPS-Level",1920 x 1080,DOS,Single Backlit Keyboard (White) with Copilot Key,46.8 Battery (Whr) 3-Cell,HD type (30fps@720p),3x Type-A USB3.2 Gen1 1x Micro SD Card Reader 1x HDMI™ (4K @ 30Hz) 1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0),358.9 x 235.9 x 19.9 mm,1.7 kg,Urban Silver,1 year,-0.818909942836799,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,7,47,182,132,5,0,199,128,85,423,417,1.7,Low
Lenovo,IdeaPad 1 15ALC7,AMD Ryzen 7 5700U,Integrated AMD Radeon™ Graphics,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080) IPS 250nits Anti-glare",1920 x 1080,DOS,"Non-backlit, English (UK)",42Wh,HD 720p with Privacy Shutter,1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer only) 1x HDMI® 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Card reader 1x Power connector,360.2 x 236 x 17.9 mm,1.61 kg,Cloud Grey,1 year,-0.8743063436912475,"(8C / 16T, 1.8 / 4.3GHz, 4MB L2 / 8MB L3)",,,,,,,6,20,165,26,5,0,172,123,73,249,21,1.61,Low
Lenovo,IdeaPad 5 14IRH9,Intel Core i5-13420H,Intel UHD Graphics,16GB Soldered LPDDR5x-5200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"14"" WUXGA IPS 300nits Glossy, 45% NTSC, 60Hz, TÜV Low Blue Light, Glass, Touch",1920x1200,Windows 11 Home,"Backlit, Arabic",57Wh,FHD 1080p with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 2x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.1 and DisplayPort™ 1.4 1x HDMI® 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x microSD card reader",313 x 227 x 17.5 mm,1.6 kg,Luna Grey,1 Year,-0.48653153771010843,"8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",,,,,,,6,47,60,64,11,19,77,149,53,347,323,1.6,Low
Lenovo,IdeaPad 3 15IAU7,Intel Core i5-1235U,Integrated Intel® Iris® Xe Graphics Functions as UHD Graphics,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080) TN 250nits Anti-glare",1920x1080,DOS,"Non-backlit, Arabic",38Wh,HD 720p with Privacy Shutter,"1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort™ 1.2) 1x HDMI® 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Card reader 1x Power connector",359.2 x 236.5 x 19.9 mm,1.63 kg,Arctic Grey,2 years,-0.8496826435114451,"10C (2P + 8E) / 12T, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB",,,,,,,6,33,179,8,10,0,170,75,73,252,57,1.63,Low
HP,15-fd0021nx,Intel® Core™ i3-1315U,Intel® UHD Graphics,4 GB DDR4-3200 MT/s (1 x 4 GB),256GB PCIe® NVMe™ M.2 SSD,"15.6"" diagonal, FHD, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,DOS,"Full-size, soft grey keyboard with numeric keypad","3-cell, 41 Wh Li-ion polymer",HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,1 USB Type-C® 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors); 2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo,359 x 236 x 18.6 mm,1.59 kg,silver,1 Year,-0.9297027445456959,"up to 4.5 GHz with Intel® Turbo Boost Technology, 10 MB L3 cache, 6 cores, 8 threads",,,,,,,3,57,298,141,5,0,151,53,95,62,392,1.59,Low
Lenovo,Lenovo IdeaPad Slim 3 15IRH10,Intel® Core i7-13620H,Integrated Intel® UHD Graphics,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.3"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",1920x1200,DOS,"Non-backlit, Arabic",50Wh,720P HD camera,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.2 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x SD card reader 1x Power connector",343.4 x 239.5 x 16.9-17.9 mm,1.59 kg,Luna Grey,2 Years,-0.572700639239203,"10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",,,,,,,6,34,131,64,11,0,170,139,24,414,66,1.59,Low
Acer,Aspire 3 A315-44P-R4GH,AMD Ryzen 7 5700U,AMD Radeon Graphics,8GB DDR4,512 GB M.2 PCIe NVMe,"15.6"" Inch FHD Aspect Ratio 16:9 45% NTSC Color Gamut",1920 x 1080,DOS,"Non-backlit, Arabic","4-cell, 70 Wh Li-ion polymer",720P HD camera,HDMI Yes  Number of HDMI Outputs 1  DisplayPort No  Number of USB 3.2 Gen 1 Type-A Ports 3  Number of USB 3.2 Gen 1 Type-C Ports 1  Total Number of USB Ports 4  Network (RJ-45) Yes,357.9 x 255 x 23.5 mm,1.78 kg,Silver,2 Years,-0.9081535446133154,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,1,1,247,111,5,0,170,112,24,447,417,1.78,Low
Lenovo,Lenovo IdeaPad Slim 3 15IRH10,Intel Core i5-13420H,Integrated Intel UHD Graphics,16 GB 8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,"15.3"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",1920x1200,Windows 11 Home,"Non-backlit, Arabic",50Wh,HD 720p with Privacy Shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.2 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x SD card reader 1x Power connector",343.4 x 239.5 x 16.9-17.9 mm,1.59 kg,Luna Grey,2 year,-0.6527207402734537,"8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",65W Round Tip (3-pin),,,,,,6,26,130,64,11,19,170,139,73,414,323,1.59,Low
HP,OmniBook 5 Flip 14-FP0013DX,Intel Core 5 120U,Intel Graphics,8 GB LPDDR5-5200 MT/s (onboard),512 GB PCIe® Gen4 NVMe™ M.2 SSD,"14"" diagonal 2K touch display",1920 x 1080,Windows® 11 Home,"Full-size, backlit, glacier silver keyboard","4-cell, 68 Wh Li-ion polymer",720P HD camera,"1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 HDMI-out 2.1; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery 3.1, DisplayPort™ 1.4a, HP Sleep and Charge)",312 x 219 x 18.54 mm,1.62 kg,Glacier silver,1 year,-0.45883333728288417,"up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",,,,,,,3,38,64,46,5,31,129,110,24,38,416,1.62,Low
HP,OmniBook 5 Flip 14-FP0023DX,Intel Core 7 150U,Intel Graphics,16 GB LPDDR5-5200 MT/s (onboard),512 GB PCIe® Gen4 NVMe™ M.2 SSD,"14"" diagonal 2K touch display",1920 x 1080,Windows® 11 Home,"Full-size, backlit, glacier silver keyboard","4-cell, 68 Wh Li-ion polymer",720P HD camera,"1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 HDMI-out 2.1; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery 3.1, DisplayPort™ 1.4a, HP Sleep and Charge)",312 x 219 x 18.54 mm,1.62 kg,Glacier silver,1 year,-0.18185133301064202,"up to 5.4 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",,,,,,,3,38,64,46,5,31,129,110,24,38,420,1.62,Low
